"year","home_team_id","away_team_id","avg_overall_rating_home_player_1.1","avg_overall_rating_away_player_1.1","mean_potential_home","mean_potential_away","mean_overall_rating_home","mean_overall_rating_away","mean_defensive_work_rate_home","mean_defensive_work_rate_away","mean_attacking_work_rate_home","mean_attacking_work_rate_away","avg_crossing_home","avg_crossing_away","avg_combined_work_rate_home","avg_combined_work_rate_away","point_diff","win_loss"
2009,6,224,70,71,68.4090909090909,76.35,63.2083333333333,70.6818181818182,2.11111111111111,2.1,2.33333333333333,2.1,68.4090909090909,76.35,1.85454545454545,2.12727272727273,2,0
2009,148,94,64,73,66.7,73.5454545454545,60.7272727272727,68.0833333333333,2,2.1,2.2,2.3,66.7,73.5454545454545,0.936363636363636,2.08181818181818,1,0
2009,94,146,73,64,73.5909090909091,65.6875,68,61.5555555555556,1.9,2.14285714285714,2.2,2.14285714285714,73.5909090909091,65.6875,1.91818181818182,1.54545454545455,1,1
2009,224,143,71,61,75.25,67.4545454545455,69.6818181818182,63.625,2.2,2.16666666666667,2.3,2.5,75.25,67.4545454545455,2.08181818181818,1.30909090909091,2,1
2009,137,134,63,62,71.95,68.3181818181818,65.8636363636364,64.4583333333333,1.8,2.22222222222222,2.2,2.33333333333333,71.95,68.3181818181818,1.87272727272727,1.81818181818182,2,1
2009,140,142,71,64,72.0454545454545,68.9545454545455,67.7916666666667,65.0416666666667,2.2,2,2.3,2.5,72.0454545454545,68.9545454545455,2.1,1.83636363636364,1,0
2009,199,6,64,70,68.45,68.4090909090909,63.2727272727273,63.2083333333333,2.2,2.11111111111111,2.2,2.33333333333333,68.45,68.4090909090909,2,1.60909090909091,2,1
2009,135,94,66.5,73,75.5909090909091,73.9090909090909,68.5833333333333,68.3333333333333,1.90909090909091,1.9,2.45454545454545,2.4,75.5909090909091,73.9090909090909,2.16363636363636,1.89090909090909,2,1
2009,137,224,63,71,71.95,76.3181818181818,65.8636363636364,70.7916666666667,1.8,2.18181818181818,2.2,2.27272727272727,71.95,76.3181818181818,1.87272727272727,2.30909090909091,2,0
2009,136,140,67,71,69.2222222222222,72.4090909090909,63.85,68.1666666666667,1.85714285714286,2.1,2.28571428571429,2.2,69.2222222222222,72.4090909090909,1.35454545454545,1.99090909090909,2,1
2009,134,150,62,67,68.6818181818182,69.5454545454545,64.6666666666667,64.3333333333333,2.44444444444444,2,2.22222222222222,2,68.6818181818182,69.5454545454545,1.89090909090909,1.81818181818182,1,1
2009,148,149,64,64,66.7,68.9090909090909,61.0909090909091,63.4583333333333,1.75,2,2.25,2,66.7,68.9090909090909,0.763636363636364,1.79090909090909,2,1
2009,142,146,64,64,68.9545454545455,66.25,65.0416666666667,61.5555555555556,2,2,2.5,2.28571428571429,68.9545454545455,66.25,1.65454545454545,1.58181818181818,3,1
2009,94,142,73,64,73.6818181818182,69.35,69.0833333333333,65.8636363636364,1.9,2,2.4,2.28571428571429,73.6818181818182,69.35,1.97272727272727,1.3,1,0
2009,224,148,71,64,76.15,67,70.6818181818182,61.4166666666667,2.3,1.75,2.3,2.25,76.15,67,2.10909090909091,0.581818181818182,2,1
2009,149,6,64,70,67.5,67.6818181818182,63.6666666666667,63.4583333333333,2,2.11111111111111,2.1,2.33333333333333,67.5,67.6818181818182,1.84545454545455,1.60909090909091,3,1
2009,140,135,71,66.5,72.3181818181818,76.7727272727273,68.125,69.3333333333333,2.1,2,2.2,2.4,72.3181818181818,76.7727272727273,1.99090909090909,2,1,1
2009,199,137,64,63,68.45,71.6,63.2727272727273,65,2.2,1.875,2.2,2.125,68.45,71.6,2.01818181818182,1.67272727272727,1,1
2009,150,143,67,61,69.8,66.05,63.9545454545455,62.8636363636364,2,2.25,2,2.25,69.8,66.05,1.27272727272727,1,1,1
2009,94,136,73,67,75,67.1,68.7916666666667,62.2272727272727,2,2,2.4,2.375,75,67.1,2.05454545454545,1.56363636363636,1,1
2009,224,199,71,64,75.55,68.9545454545455,70.0454545454545,63.3333333333333,2.3,2.18181818181818,2.4,2.27272727272727,75.55,68.9545454545455,2.17272727272727,2.24545454545455,1,1
2009,146,135,64,66.5,67.4375,74.4090909090909,61.7777777777778,68.2083333333333,2.14285714285714,2,2.14285714285714,2.36363636363636,67.4375,74.4090909090909,1.36363636363636,2.21818181818182,2,1
2009,149,143,64,61,67.5909090909091,68.45,64.3333333333333,63.4090909090909,2.1,2,2,1.83333333333333,67.5909090909091,68.45,1.9,1.22727272727273,1,1
2009,140,134,71,62,72.6363636363636,68.5454545454545,68.5,63,2.18181818181818,2.33333333333333,2.18181818181818,2.22222222222222,72.6363636363636,68.5454545454545,2.2,1.81818181818182,2,1
2009,150,6,67,70,69.9,66.5555555555556,63.8636363636364,64.3,2,2.125,2,2.125,69.9,66.5555555555556,1.45454545454545,1.31818181818182,2,1
2009,142,148,64,64,69.5909090909091,67,65.875,62,2,1.5,2.5,2.25,69.5909090909091,67,1.65454545454545,0.581818181818182,3,1
2009,134,224,64,71,68.3181818181818,76.1363636363636,64.9166666666667,70.625,2.5,2.27272727272727,2.25,2.36363636363636,68.3181818181818,76.1363636363636,1.74545454545455,2.30909090909091,2,0
2009,143,94,61,73,69.0454545454545,74.4545454545455,65.0416666666667,69.375,2,1.9,1.6,2.4,69.0454545454545,74.4545454545455,0.8,1.92727272727273,1,0
2009,199,149,64,64,69.75,68.5,63.9545454545455,63.2916666666667,2.125,2.09090909090909,2.125,2.09090909090909,69.75,68.5,1.56363636363636,2.1,1,1
2009,6,140,70,71,67.75,72.2727272727273,63.7272727272727,68,2.125,2.18181818181818,2.25,2.09090909090909,67.75,72.2727272727273,1.62727272727273,2.15454545454545,3,0
