"player_id_year","player_id","year","preferred_foot","avg_overall_rating","avg_potential","avg_crossing","avg_attacking_work_rate","avg_defensive_work_rate"
"1000_2007",1000,2007,"left",65,74,63,2,2
"1000_2008",1000,2008,"left",64,74,63,2,2
"1000_2009",1000,2009,"left",68.5,73,67.5,2,2
"1000_2010",1000,2010,"left",68.5,72.5,69,2,2
"1000_2011",1000,2011,"left",67.5,69,68.5,2,2
"1000_2012",1000,2012,"left",66.5,66.5,69.5,2,2
"1000_2013",1000,2013,"left",66.5,66.5,69.5,2,2
"1001_2007",1001,2007,"right",72,86,31,2,2
"1001_2008",1001,2008,"right",72,86,31,2,2
"1001_2009",1001,2009,"right",67,80,56,2,2
"1001_2010",1001,2010,"right",67,80,56,2,2
"1001_2011",1001,2011,"right",67,77,49.5,2,2
"1001_2012",1001,2012,"right",71,74,48,2,2
"1001_2013",1001,2013,"right",71.4444444444444,75.1111111111111,48,2,2
"1001_2014",1001,2014,"right",69.6,74.2,48,2,2
"1002_2007",1002,2007,"right",57,62,47,2,2
"1002_2008",1002,2008,"right",64,69,60,2,2
"1002_2009",1002,2009,"right",69.5,74,68.5,2,2
"1002_2010",1002,2010,"right",79.5,85,83,2,2
"1002_2011",1002,2011,"right",79,83,81,2,2
"1002_2012",1002,2012,"right",77,83,78,2,2
"1002_2013",1002,2013,"right",75.6,83,76.2,2,2
"1002_2014",1002,2014,"right",74.8571428571429,81.2857142857143,75.5714285714286,2.85714285714286,1.14285714285714
"1003_2007",1003,2007,"right",67,71.5,56.5,2,2
"1003_2008",1003,2008,"right",68,70,57,2,2
"1003_2009",1003,2009,"right",66,68,54.5,2,2
"1003_2010",1003,2010,"right",64,68,52,2,2
"1003_2013",1003,2013,"right",64,68,52,2,2
"1003_2014",1003,2014,"right",63,67,51,2,2
"1004_2007",1004,2007,"right",37,42,37,2,1
"1004_2009",1004,2009,"right",37,42,37,2,1
"1004_2010",1004,2010,"left",60,61,57,2,1
"1004_2010",1004,2010,"right",61,65,57,2,1
"1004_2011",1004,2011,"left",61.5,69,56,2,1
"1004_2012",1004,2012,"left",63.5,71,59.5,2,1
"1004_2013",1004,2013,"left",62.25,67,65.5,2,2
"1004_2014",1004,2014,"left",62.5,66.5,62,2,2
"1005_2007",1005,2007,"right",65,82,62,3,2
"1005_2008",1005,2008,"right",64,82,62,3,2
"1005_2010",1005,2010,"right",65,82,62,3,2
"1005_2011",1005,2011,"right",68,80.5,65.5,3,2
"1005_2012",1005,2012,"right",67,73,69,2,2
"1006_2007",1006,2007,"right",66,82,13,2,2
"1006_2011",1006,2011,"right",66,80.5,13,2,2
"1006_2012",1006,2012,"right",66,83,13,2,2
"1006_2013",1006,2013,"right",67,80,19,2,2
"1006_2014",1006,2014,"right",69,77.3333333333333,25,2,2
"1007_2007",1007,2007,"right",69,75,62,2,1
"1007_2013",1007,2013,"right",69.75,75,63.5,2,1
"1007_2014",1007,2014,"right",72,76.5454545454545,67.6363636363636,2,1
"1008_2007",1008,2007,"right",68,81,41,2,2
"1008_2011",1008,2011,"right",69,78,41,2,2
"1008_2012",1008,2012,"right",70.5,76,41,2,2
"1008_2013",1008,2013,"right",71.75,77,38,2,2
"1008_2014",1008,2014,"right",71,73,31.8,2,2
"1009_2007",1009,2007,"right",62,69,53,2,2
"100_2007",100,2007,"left",66,72,64,3,1
"100_2010",100,2010,"left",66,72,64,3,1
"100_2011",100,2011,"left",63.5,66.5,64,3,1
"100_2012",100,2012,"left",61.5,61.5,64,2,2
"100_2013",100,2013,"left",60.5,60.5,67.5,3,1.5
"100_2014",100,2014,"left",63.5,63.5,72,2,2
"1010_2007",1010,2007,"right",55,61,51,2,2
"1010_2008",1010,2008,"right",62,67,41,2,2
"1010_2009",1010,2009,"right",68,73,41,2,2
"1010_2010",1010,2010,"right",73,80.5,57.5,2,2
"1010_2011",1010,2011,"right",75.5,80.5,58,2,2
"1010_2012",1010,2012,"right",76,81,58,2,2
"1010_2013",1010,2013,"right",74.2,81.6,58,2,2
"1010_2014",1010,2014,"right",74,76,58,2,2
"1011_2007",1011,2007,"right",75.5,78.5,27.5,2,2
"1011_2008",1011,2008,"right",75,80,20,2,2
"1011_2009",1011,2009,"right",74,80,20,2,2
"1011_2010",1011,2010,"right",75,80,17.5,2,2
"1011_2011",1011,2011,"right",75,79,15,2,2
"1011_2012",1011,2012,"right",73,74,15,2,2
"1011_2013",1011,2013,"right",73,73.6,17,2,2
"1011_2014",1011,2014,"right",73,73,25,2,2
"1012_2007",1012,2007,"right",65.5,71,53,NA,NA
"1012_2008",1012,2008,"right",63,71,53,NA,NA
"1012_2009",1012,2009,"right",69,71,60,NA,NA
"1012_2010",1012,2010,"left",66,71,60,NA,NA
"1012_2011",1012,2011,"left",66,71,60,NA,NA
"1013_2007",1013,2007,"right",63,66,61,2,2
"1013_2009",1013,2009,"right",63,66,61,2,2
"1013_2010",1013,2010,"right",71,78,63,2,2
"1013_2011",1013,2011,"right",73.5,80.5,64,2,2
"1013_2012",1013,2012,"right",73,78,64,2,2
"1013_2013",1013,2013,"right",72.25,77,63.25,2,2
"1013_2014",1013,2014,"right",72.3333333333333,75,61,2,2
"1014_2007",1014,2007,"left",53,67,41,2,2
"1014_2008",1014,2008,"left",53,67,41,2,2
"1014_2010",1014,2010,"left",54,67,41,2,2
"1014_2011",1014,2011,"left",59,64.5,61.5,2,2
"1014_2012",1014,2012,"left",59,60.5,58,2,2
"1015_2007",1015,2007,"right",59,69,44,3,1
"1015_2008",1015,2008,"right",59,69,44,3,1
"1015_2009",1015,2009,"right",60,69,44,3,1
"1015_2010",1015,2010,"right",61,71,47,3,1
"1015_2011",1015,2011,"right",62,71,49.5,3,1
"1015_2012",1015,2012,"right",61.5,67.5,48.5,3,1
"1015_2013",1015,2013,"right",68.5,70.6666666666667,56.5,3,1
"1015_2014",1015,2014,"right",74.1666666666667,74.1666666666667,65,3,1
"1016_2007",1016,2007,"right",62,75,40,2,2
"1016_2008",1016,2008,"right",62,75,40,2,2
"1016_2009",1016,2009,"right",57,75,40,2,2
"1016_2010",1016,2010,"right",59,75,40,2,2
"1016_2011",1016,2011,"right",62,72,40,2,2
"1016_2012",1016,2012,"right",66.5,74,59,2,2
"1016_2013",1016,2013,"right",64,70,59,2,2
"1016_2014",1016,2014,"right",64,67,59,2,2
"1017_2007",1017,2007,"right",54,65,37,2,1
"1017_2008",1017,2008,"right",54,65,37,2,1
"1017_2009",1017,2009,"right",57,68,37,2,1
"1017_2010",1017,2010,"right",69,79,54,2,1
"1017_2011",1017,2011,"right",76.5,81.5,63,2,1
"1017_2012",1017,2012,"right",76.5,81,63,2,1
"1017_2013",1017,2013,"right",76.75,81,63,3,1
"1017_2014",1017,2014,"right",75,78,63,3,1
"1018_2007",1018,2007,"right",63,64,28,2,2
"1018_2013",1018,2013,"right",62.5,63.5,28,2,2
"1018_2014",1018,2014,"right",63,63.3333333333333,28,2,2
"1019_2007",1019,2007,"right",60,71,62,2,2
"1019_2008",1019,2008,"right",60,71,62,2,2
"1019_2009",1019,2009,"left",68,75.5,67,2,2
"1019_2010",1019,2010,"left",77,81,72,2,2
"1019_2011",1019,2011,"left",78,82,72,2,2
"1019_2012",1019,2012,"left",80.5,83,75.5,2,2
"1019_2013",1019,2013,"left",80.5,83,82,2,2
"1019_2014",1019,2014,"left",78.75,79.75,79.5,2,2
"101_2007",101,2007,"right",57,61,36,2,2
"101_2011",101,2011,"right",57,61,36,2,2
"101_2012",101,2012,"right",56.5,61.5,40,2,2
"101_2013",101,2013,"right",61,61.3333333333333,44,2,2.33333333333333
"101_2014",101,2014,"right",61,61,44,2,2
"1020_2007",1020,2007,"right",46,60,24,2,2
"1020_2010",1020,2010,"right",53,64,24,2,2
"1020_2011",1020,2011,"right",60,66.5,17.5,2,2
"1020_2012",1020,2012,"right",63,68,11,2,2
"1020_2013",1020,2013,"right",60,65,11,2,2
"1021_2007",1021,2007,"right",65,85,60,2,2
"1021_2009",1021,2009,"right",65,85,60,2,2
"1021_2011",1021,2011,"right",65.5,78,61,2,2
"1021_2012",1021,2012,"right",75.5,79,74,2,2
"1021_2013",1021,2013,"right",74,78.5,72,2,2
"1021_2014",1021,2014,"right",74,78,72,2,2
"1022_2007",1022,2007,"right",61,63,47,2,2
"1022_2012",1022,2012,"right",61,63,47,2,2
"1022_2013",1022,2013,"right",62.8571428571429,63.7142857142857,47,2,3
"1022_2014",1022,2014,"right",58.6666666666667,58.6666666666667,47,2,3
"1023_2007",1023,2007,"right",60,79,19,2,2
"1023_2010",1023,2010,"right",60,79,19,2,2
"1023_2011",1023,2011,"left",63,78,19,2,2
"1023_2012",1023,2012,"left",68,81,19,2,2
"1023_2013",1023,2013,"left",66.5714285714286,77.2857142857143,19.8571428571429,2,2
"1023_2014",1023,2014,"left",75.6666666666667,82,25,2,2
"1024_2007",1024,2007,"left",58,71,64,2,3
"1024_2008",1024,2008,"left",54,71,64,2,3
"1024_2009",1024,2009,"left",60.5,69.5,52.5,2,3
"1024_2010",1024,2010,"left",64,68,41,2,3
"1024_2011",1024,2011,"left",62,64.5,39,2,3
"1024_2012",1024,2012,"left",63,63,39,2,3
"1024_2012",1024,2012,"right",66,66,39,2,3
"1024_2013",1024,2013,"right",64,65.5,39,2,3
"1024_2014",1024,2014,"right",64,64,39,2,3
"1025_2007",1025,2007,"right",59,72,59,1,3
"1025_2008",1025,2008,"right",60,77,59,1,3
"1025_2009",1025,2009,"right",66,84,59,1,3
"1025_2010",1025,2010,"right",71,84,59,1,3
"1025_2011",1025,2011,"right",75,83,54,1,3
"1025_2012",1025,2012,"right",77,84,54,1,3
"1025_2013",1025,2013,"right",78,86,54,1,3
"1025_2014",1025,2014,"right",77.8,84.4,54,1,3
"1026_2007",1026,2007,"right",70,74,63,1,1
"1026_2008",1026,2008,"right",70,74,63,1,1
"1026_2009",1026,2009,"right",68,74,58.5,1,1
"1026_2010",1026,2010,"right",63.5,67,48,1,1
"1026_2011",1026,2011,"right",62,62,42,1,1
"1026_2014",1026,2014,"right",62,62,42,1,1
"1027_2007",1027,2007,"right",55,61,54,2,2
"1027_2009",1027,2009,"right",55,61,54,2,2
"1027_2010",1027,2010,"right",55,61,54,2,2
"1027_2011",1027,2011,"right",63,67,54,2,2
"1027_2012",1027,2012,"right",67.5,69.5,54,2,2
"1027_2013",1027,2013,"right",67,69.5,54,2,2
"1027_2014",1027,2014,"right",66.25,67,54,2,2
"1028_2007",1028,2007,"right",48,63,44,2,2
"1028_2010",1028,2010,"right",48,63,44,2,2
"1028_2011",1028,2011,"right",57.5,74,60,2,2
"1028_2012",1028,2012,"right",62.5,75.5,63,2,2
"1028_2013",1028,2013,"right",67.75,78,63,2,2
"1028_2014",1028,2014,"right",70,78,63,2,2
"1029_2007",1029,2007,"left",75,77.5,67,3,2
"1029_2008",1029,2008,"left",72,75,71,3,2
"1029_2009",1029,2009,"left",75,76.5,73,3,2
"1029_2010",1029,2010,"right",78.5,82,78,3,2
"1029_2011",1029,2011,"right",79.5,82,77.5,3,2
"1029_2012",1029,2012,"right",80.5,80.5,77,2,2
"1029_2013",1029,2013,"right",79.2307692307692,79.2307692307692,74.3076923076923,2,1
"1029_2014",1029,2014,"right",74.3333333333333,74.3333333333333,70.6666666666667,2,1
"102_2007",102,2007,"right",62,73,69,2,2
"102_2011",102,2011,"right",62,73,69,2,2
"102_2012",102,2012,"right",66,69,69,2,2
"102_2013",102,2013,"right",67,69,69,2,2
"102_2014",102,2014,"right",67,68.3333333333333,69,2,2
"1030_2007",1030,2007,"",NA,NA,NA,NA,NA
"1030_2007",1030,2007,"right",57.5,57,34.5,2,2
"1030_2008",1030,2008,"right",57,58,23,2,2
"1030_2009",1030,2009,"right",57,58,23,2,2
"1030_2010",1030,2010,"right",57,60,11,2,2
"1030_2012",1030,2012,"right",57,58.5,11,2,2
"1030_2013",1030,2013,"right",57.8,58.2,16.6,2,2
"1030_2014",1030,2014,"right",57.6666666666667,57.6666666666667,25,2,2
"1031_2007",1031,2007,"right",63,68,63,3,3
"1031_2008",1031,2008,"right",63,68,63,3,3
"1031_2009",1031,2009,"right",66.5,73,63,3,3
"1031_2010",1031,2010,"right",68,73,63,3,3
"1031_2011",1031,2011,"right",65,68.5,63,3,3
"1031_2012",1031,2012,"right",64,67,57,3,2.5
"1031_2013",1031,2013,"right",62.25,62.25,55,3,2
"1031_2014",1031,2014,"right",61,61,53,3,3
"1032_2007",1032,2007,"",NA,NA,NA,NA,NA
"1032_2007",1032,2007,"right",62,61.5,34.5,1,2
"1032_2008",1032,2008,"right",67,68,36,1,2
"1032_2009",1032,2009,"right",67,68,36,1,2
"1032_2010",1032,2010,"right",68,70,36,1,2
"1032_2011",1032,2011,"right",66,67.5,35,1,2
"1032_2012",1032,2012,"right",62,62,35,1,2
"1032_2013",1032,2013,"right",62,62,35,1,2
"1032_2014",1032,2014,"right",62,62,35,1,2
"1033_2007",1033,2007,"left",59,74,73,2,2
"1033_2008",1033,2008,"left",59,74,73,2,2
"1033_2009",1033,2009,"left",63.5,72,74,2,2
"1033_2010",1033,2010,"left",65,70,68,2,2
"1033_2011",1033,2011,"left",65,70,68,2,2
"1033_2012",1033,2012,"left",65,70,68,2,2
"1033_2013",1033,2013,"left",65.5,70.5,68,2,2
"1033_2014",1033,2014,"left",65.5,69,66,2,2
"1034_2007",1034,2007,"left",63,78,49,3,2
"1034_2008",1034,2008,"left",63,78,67,3,2
"1034_2009",1034,2009,"left",65,78,69,3,2
"1034_2010",1034,2010,"left",67.5,74,69.5,3,2
"1034_2011",1034,2011,"left",67.5,72.5,69,3,2
"1034_2012",1034,2012,"left",64,68,70.5,3,2
"1034_2013",1034,2013,"",NA,NA,NA,NA,NA
"1034_2013",1034,2013,"left",65.4,65.4,73,3,2
"1034_2014",1034,2014,"left",64,64,73,3,2
"1035_2007",1035,2007,"right",68,73,21,2,2
"1035_2012",1035,2012,"right",68,72.5,24.5,2,2
"1035_2013",1035,2013,"right",68.5,71.6666666666667,28,2,2
"1035_2014",1035,2014,"right",69,72,28,2,2
"1036_2007",1036,2007,"left",65,73,69,3,2
"1036_2011",1036,2011,"left",65,73,69,3,2
"1036_2012",1036,2012,"left",69.5,74.5,76,3,2
"1036_2013",1036,2013,"left",70.25,74.25,76.75,3,2
"1036_2014",1036,2014,"left",71,75,77,3,2
"1037_2007",1037,2007,"right",67,81,51,2,2
"1037_2008",1037,2008,"right",74,81,66,2,2
"1037_2009",1037,2009,"right",71,81,66,2,2
"1037_2010",1037,2010,"right",70.5,78.5,66,2,2
"1037_2011",1037,2011,"right",70,74.5,67.5,2,2
"1037_2012",1037,2012,"right",73.5,75,75,2,2
"1037_2013",1037,2013,"right",73.6666666666667,74.6666666666667,74,3,2
"1037_2014",1037,2014,"right",72.5,72.5,73,3,2
"1038_2007",1038,2007,"left",54,60,57,2,2
"1038_2010",1038,2010,"left",54.5,60,57,2,2
"1038_2011",1038,2011,"left",56,63,53,2,2
"1038_2012",1038,2012,"left",56,63,53,2,2
"1038_2013",1038,2013,"left",56,63,53,2,2
"1039_2007",1039,2007,"right",78,84,77,2,2
"1039_2008",1039,2008,"right",79,84,78,2,2
"1039_2009",1039,2009,"right",76.5,83.5,76,2,2
"1039_2010",1039,2010,"right",74,83,74,2,2
"1039_2011",1039,2011,"right",74,78.5,75.5,2,2
"1039_2012",1039,2012,"right",76,76,82,2,2
"1039_2013",1039,2013,"right",74,74,81.4285714285714,2,2
"1039_2014",1039,2014,"right",73,73,76.3333333333333,2,2
"103_2007",103,2007,"right",77,79,22,2,2
"103_2008",103,2008,"right",74,80,20,2,2
"103_2009",103,2009,"right",77,81,20,2,2
"103_2010",103,2010,"right",79,83,14.5,2,2
"103_2011",103,2011,"right",77.5,80.5,14,2,2
"103_2012",103,2012,"right",78.5,79.5,14,2,2
"103_2013",103,2013,"right",75.4,76.6,16.2,2,2
"103_2014",103,2014,"right",74,74,25,2,2
"1040_2007",1040,2007,"right",60,74,21,2,2
"1040_2008",1040,2008,"right",60,74,21,2,2
"1040_2009",1040,2009,"right",66,74,21,2,2
"1040_2010",1040,2010,"right",67,73,12,2,2
"1040_2011",1040,2011,"right",67,71.5,12,2,2
"1040_2012",1040,2012,"right",65.5,68,12,2,2
"1040_2013",1040,2013,"right",64.5,65,12,2,2
"1041_2007",1041,2007,"right",63,64,25,2,2
"1041_2011",1041,2011,"right",63,64,25,2,2
"1041_2012",1041,2012,"right",63,66,25,2,2
"1041_2014",1041,2014,"right",62.25,65.25,25,2,2
"1042_2007",1042,2007,"",NA,NA,NA,NA,NA
"1042_2007",1042,2007,"right",78.5,88,66,2,2
"1042_2008",1042,2008,"right",76,83,70,2,2
"1042_2009",1042,2009,"right",76,82,73,2,2
"1042_2010",1042,2010,"right",77,81,73,2,2
"1042_2011",1042,2011,"right",76,78,73,2,2
"1042_2012",1042,2012,"right",75,75,73,2,2
"1043_2007",1043,2007,"",NA,NA,NA,NA,NA
"1043_2007",1043,2007,"right",54.5,57,47.5,2,2
"1043_2008",1043,2008,"right",55,57,49,2,2
"1043_2009",1043,2009,"right",55,66,49,2,2
"1043_2010",1043,2010,"left",56.5,66,49,2,2
"1043_2011",1043,2011,"right",61.5,66,53.5,2,2
"1043_2012",1043,2012,"right",63,67,56,2,2
"1043_2013",1043,2013,"right",64.3333333333333,67,56,2,2
"1043_2014",1043,2014,"right",65,65,56,2,2
"1044_2007",1044,2007,"right",58,68,50,2,2
"1044_2009",1044,2009,"right",58,68,50,2,2
"1044_2010",1044,2010,"right",57,68,50,2,2
"1044_2011",1044,2011,"right",69,74,69,2,2
"1044_2012",1044,2012,"right",73.5,82.5,73.5,2,2
"1044_2013",1044,2013,"right",76,83,74,3,2
"1044_2014",1044,2014,"right",77.8333333333333,83.6666666666667,74.6666666666667,3,2
"1045_2007",1045,2007,"right",76,79.5,61,2,1
"1045_2008",1045,2008,"right",78,82,61,2,1
"1045_2009",1045,2009,"right",76.5,82,61,2,1
"1045_2010",1045,2010,"right",76,82,61,2,1
"1045_2011",1045,2011,"right",73.5,75.5,59.5,2,1
"1045_2012",1045,2012,"right",71,71,58,2,1
"1045_2013",1045,2013,"right",71,71,58,2,1
"1045_2014",1045,2014,"right",69.5,69.5,58,2,1
"1046_2007",1046,2007,"right",45,67,24,3,2
"1046_2009",1046,2009,"right",45,67,24,3,2
"1046_2010",1046,2010,"right",60.5,76,50,3,2
"1046_2011",1046,2011,"right",67.5,74.5,62.5,3,2
"1046_2012",1046,2012,"right",63.5,68,59,3,2
"1046_2013",1046,2013,"right",62.25,66,58,3,2
"1046_2014",1046,2014,"right",64.5,67,61,3,2
"1047_2007",1047,2007,"right",80,84.5,68,2,2
"1047_2008",1047,2008,"right",77,84,72,2,2
"1047_2009",1047,2009,"right",76,84,70,2,2
"1047_2010",1047,2010,"right",76,78.5,68,2,2
"1047_2011",1047,2011,"right",73,73,68,2,2
"1047_2013",1047,2013,"right",73,73,68,2.5,2
"1047_2014",1047,2014,"right",74,74,68,3,2
"1048_2007",1048,2007,"right",58,65,56,2,2
"1048_2010",1048,2010,"right",58,65,56,2,2
"1048_2014",1048,2014,"right",62.75,67,56.5,2,2
"1049_2007",1049,2007,"right",52,61,22,2,2
"1049_2008",1049,2008,"right",52,61,22,2,2
"1049_2009",1049,2009,"right",53.5,61,21.5,2,2
"1049_2010",1049,2010,"right",55,61,25,2,2
"1049_2011",1049,2011,"right",57.5,60.5,25,2,2
"1049_2012",1049,2012,"right",61,63,25,2,2
"1049_2013",1049,2013,"right",61,61,25,2,2
"1049_2014",1049,2014,"right",62,62,25,2,2
"104_2007",104,2007,"right",62,66,40,3,2
"104_2009",104,2009,"right",62,66,40,3,2
"104_2010",104,2010,"right",65,67,40.5,3,2
"104_2011",104,2011,"right",67,70.5,44,3,2
"104_2012",104,2012,"right",71.5,73,47,2,2
"104_2013",104,2013,"right",71.6666666666667,71.6666666666667,45.6666666666667,2,2.66666666666667
"104_2014",104,2014,"right",71.5,71.5,43,2,3
"1050_2007",1050,2007,"",NA,NA,NA,NA,NA
"1050_2007",1050,2007,"right",71,78,59.5,NA,NA
"1050_2008",1050,2008,"right",67,74,55,NA,NA
"1050_2009",1050,2009,"right",65.5,74,53,NA,NA
"1050_2010",1050,2010,"right",65,74,53,NA,NA
"1050_2011",1050,2011,"right",68.5,72,53,NA,NA
"1050_2012",1050,2012,"right",70,71,53,NA,NA
"1051_2007",1051,2007,"right",60,71,40,2,2
"1051_2008",1051,2008,"right",63,71,40,2,2
"1051_2009",1051,2009,"right",69.5,76,40,2,2
"1051_2010",1051,2010,"right",70.5,76,40,2,2
"1051_2011",1051,2011,"right",69.5,74,40,2,2
"1051_2012",1051,2012,"right",72.5,75.5,43.5,2,2
"1051_2013",1051,2013,"right",73,76.5,49.25,2,2
"1051_2014",1051,2014,"right",73.25,75.125,50,2,2
"1052_2007",1052,2007,"",NA,NA,NA,NA,NA
"1052_2007",1052,2007,"right",65,68.5,52.5,2,1
"1052_2008",1052,2008,"right",58,67,51,2,1
"1052_2009",1052,2009,"right",62,74,51,2,1
"1052_2010",1052,2010,"right",62,74,51,2,1
"1052_2011",1052,2011,"right",63,70,48.5,2,1
"1052_2012",1052,2012,"right",63.5,64.5,46,2,1
"1052_2013",1052,2013,"right",61.8,61.8,48,2,1
"1052_2014",1052,2014,"right",63,63,48,3,3
"1053_2007",1053,2007,"",NA,NA,NA,NA,NA
"1053_2007",1053,2007,"left",54,67,64.5,3,2
"1053_2008",1053,2008,"left",65,71,66,3,2
"1053_2010",1053,2010,"left",67,71,66,3,2
"1053_2011",1053,2011,"left",64,68,55,3,2
"1053_2012",1053,2012,"left",66.5,66.5,53,3,2
"1053_2013",1053,2013,"left",64.75,64.75,53,3,2
"1053_2013",1053,2013,"right",65.75,65.75,53,3,2
"1053_2014",1053,2014,"right",67,67,53,3,2
"1054_2007",1054,2007,"right",71,77,39,2,2
"1054_2008",1054,2008,"right",74,77,39,2,2
"1054_2009",1054,2009,"right",73.5,77,39,2,2
"1054_2010",1054,2010,"right",73.5,77,39,2,2
"1054_2011",1054,2011,"right",73.5,77,39,2,2
"1054_2012",1054,2012,"right",76,77,39,2,2
"1054_2013",1054,2013,"right",74.3333333333333,75.6666666666667,39,2,2
"1054_2014",1054,2014,"right",73,73.25,39,2,2
"1055_2007",1055,2007,"right",73.5,78,73,2,3
"1055_2008",1055,2008,"right",73,78,73,2,3
"1055_2009",1055,2009,"right",73,75,72,2,3
"1055_2010",1055,2010,"right",73,75,71,2,3
"1055_2011",1055,2011,"right",71.5,72.5,68.5,2,3
"1055_2012",1055,2012,"right",69.5,69.5,65.5,2,3
"1055_2013",1055,2013,"right",70.25,70.25,65,2,3
"1055_2014",1055,2014,"right",70,70,65,2,3
"1056_2007",1056,2007,"right",62,65,30,2,2
"1056_2013",1056,2013,"right",62.5,65.5,30,2,2
"1057_2007",1057,2007,"",NA,NA,NA,NA,NA
"1057_2007",1057,2007,"right",74,83,54,NA,NA
"1057_2008",1057,2008,"right",75,80,56,NA,NA
"1057_2009",1057,2009,"right",76,80,62.5,NA,NA
"1057_2010",1057,2010,"right",74,80,67,NA,NA
"1058_2007",1058,2007,"left",61,81.5,55,NA,NA
"1058_2008",1058,2008,"left",64,80,55,NA,NA
"1058_2009",1058,2009,"left",67,80,70,NA,NA
"1058_2010",1058,2010,"left",68,73,70,NA,NA
"1058_2011",1058,2011,"left",67,73,67,NA,NA
"1059_2007",1059,2007,"left",66,76,61,2,2
"1059_2008",1059,2008,"left",68,76,61,2,2
"1059_2009",1059,2009,"left",76,82,77.5,2,2
"1059_2010",1059,2010,"left",76,81,82,2,2
"1059_2011",1059,2011,"left",75.5,78.5,86,2,2
"1059_2012",1059,2012,"left",77,78,86,2,2
"1059_2013",1059,2013,"left",77.1428571428571,78,86,2,2
"1059_2014",1059,2014,"left",77,77,86,2,2
"105_2007",105,2007,"right",70,80,67,NA,NA
"105_2009",105,2009,"right",70,80,67,NA,NA
"105_2010",105,2010,"right",67,76,65,NA,NA
"105_2014",105,2014,"right",68.3333333333333,71.3333333333333,65,NA,NA
"1060_2007",1060,2007,"right",76,79,71,3,2
"1060_2008",1060,2008,"right",77,80,76,3,2
"1060_2009",1060,2009,"right",76,80,74,3,2
"1060_2010",1060,2010,"right",79.5,82,78,3,2
"1060_2011",1060,2011,"right",79,82,77,3,2
"1060_2012",1060,2012,"right",77.5,77.5,75,3,2
"1060_2013",1060,2013,"right",80,80,78,3,2
"1060_2014",1060,2014,"right",79,79,78,3,2
"1061_2007",1061,2007,"right",73,75,35,2,2
"1061_2008",1061,2008,"right",72,75,35,2,2
"1061_2009",1061,2009,"right",70.5,75,35,2,2
"1061_2010",1061,2010,"right",69,75,30,2,2
"1061_2011",1061,2011,"right",68.5,72,25,2,2
"1061_2012",1061,2012,"right",65,65,25,2,2
"1061_2013",1061,2013,"right",65,65,25,2,2
"1061_2014",1061,2014,"right",65,65,25,2,2
"1062_2007",1062,2007,"right",55,55,29,2,2
"1062_2008",1062,2008,"left",54,55,29,2,2
"1062_2009",1062,2009,"left",57,61,64,2,2
"1062_2010",1062,2010,"left",58,61,64,2,2
"1062_2011",1062,2011,"left",57.5,59,63,2,2
"1062_2012",1062,2012,"left",59,59,63,2,2
"1062_2013",1062,2013,"left",59,59,63,2,2
"1062_2014",1062,2014,"left",60,60,63,2,2
"1063_2007",1063,2007,"left",57,71,46,2,2
"1063_2012",1063,2012,"left",57,71,46,2,2
"1063_2013",1063,2013,"left",58.8333333333333,71,46,2,2
"1063_2014",1063,2014,"left",66,74,46,2,2
"1064_2007",1064,2007,"right",70,76,56,2,2
"1064_2008",1064,2008,"right",71,73,63,2,2
"1064_2010",1064,2010,"right",69.5,70.5,63,2,2
"1064_2011",1064,2011,"right",68,68,63,2,2
"1064_2012",1064,2012,"right",67.5,67.5,63,2,2
"1064_2013",1064,2013,"right",67,67,62,2,2
"1065_2007",1065,2007,"right",63,66,42,NA,NA
"1065_2011",1065,2011,"right",63,66,42,NA,NA
"1066_2007",1066,2007,"right",58,64,64,2,2
"1066_2009",1066,2009,"right",58,64,64,2,2
"1066_2013",1066,2013,"right",58.5,64,64,2,2
"1066_2014",1066,2014,"right",57.6,63.6,64,2,2
"1067_2007",1067,2007,"right",66,80,31,1,2
"1067_2008",1067,2008,"right",69,80,31,1,2
"1067_2009",1067,2009,"right",71,80,49,1,2
"1067_2010",1067,2010,"right",68,75,49,1,2
"1067_2011",1067,2011,"right",65.5,70.5,57,1,2
"1067_2012",1067,2012,"right",66,66,60,1,2
"1068_2007",1068,2007,"right",57,65,51,2,2
"1069_2007",1069,2007,"left",58,71,38,2,2
"1069_2012",1069,2012,"left",58,71,38,2,2
"1069_2013",1069,2013,"left",58.2,71,38,2,2
"1069_2014",1069,2014,"left",62.125,71,38,2,2
"106_2007",106,2007,"right",73.5,77,63.5,NA,NA
"106_2008",106,2008,"right",73,75,56,NA,NA
"106_2009",106,2009,"right",74,76,57,NA,NA
"106_2010",106,2010,"right",70,76,44.5,NA,NA
"106_2011",106,2011,"right",65,76,42,NA,NA
"1070_2007",1070,2007,"right",59,76,51,2,2
"1070_2009",1070,2009,"right",59,76,51,2,2
"1070_2010",1070,2010,"right",64.5,77,58,2,2
"1070_2011",1070,2011,"right",67.5,78,57.5,2,2
"1070_2012",1070,2012,"right",72,78,59,2,2
"1070_2013",1070,2013,"right",72,77.4285714285714,60.1428571428571,2,2
"1070_2014",1070,2014,"right",72,75.1428571428571,63.2857142857143,2,2.14285714285714
"1071_2007",1071,2007,"left",75.5,80,58,3,2
"1071_2008",1071,2008,"left",73,80,58,3,2
"1071_2009",1071,2009,"left",71,77,57,3,2
"1071_2010",1071,2010,"left",72.5,77,51.5,3,2
