"player_id_year","player_id","year","preferred_foot","avg_overall_rating","avg_potential","avg_crossing","avg_attacking_work_rate","avg_defensive_work_rate"
"1184_2012",1184,2012,"right",61,67,54,2,2
"1185_2007",1185,2007,"right",72,76,53,3,1
"1185_2013",1185,2013,"right",72,76,53,3,1
"1185_2014",1185,2014,"right",69.8333333333333,74.6666666666667,53,3,1
"1186_2007",1186,2007,"left",70,73,67,2,2
"1186_2008",1186,2008,"left",63,69,64,2,2
"1186_2009",1186,2009,"left",67.5,71,65,2,2
"1186_2010",1186,2010,"left",69,73,66,2,2
"1186_2011",1186,2011,"left",69,71,62,2,2
"1186_2012",1186,2012,"left",68,68,62,2,2
"1186_2013",1186,2013,"left",69,69,68,2,2
"1186_2014",1186,2014,"left",67.75,67.75,68,2,2
"1187_2007",1187,2007,"right",73,81,55,2,1
"1187_2008",1187,2008,"right",77,81,57,2,1
"1187_2009",1187,2009,"right",78,85,67,2,1
"1187_2010",1187,2010,"right",79,85,78,2,1
"1187_2011",1187,2011,"right",78.5,82.5,79,2,1
"1187_2012",1187,2012,"right",77.5,80,73.5,2,1
"1187_2013",1187,2013,"right",75.2857142857143,80.2857142857143,63.2857142857143,2,1
"1187_2014",1187,2014,"right",75,76,66,2,1
"1188_2007",1188,2007,"left",76.5,84.5,78,3,2
"1188_2008",1188,2008,"left",77,85,78,3,2
"1188_2009",1188,2009,"left",75,84.5,77.5,3,2
"1188_2010",1188,2010,"left",75,84,77,3,2
"1188_2011",1188,2011,"left",73.5,77.5,77,3,2
"1188_2012",1188,2012,"left",71,71,75.5,3,2
"1188_2013",1188,2013,"left",69.6,69.6,71.6,3,2
"1188_2014",1188,2014,"left",66.75,66.75,65,3,2
"1189_2007",1189,2007,"left",64,71,41,2,2
"1189_2011",1189,2011,"left",63.5,69.5,41,2,2
"1189_2012",1189,2012,"left",63,68,41,2,2
"1189_2014",1189,2014,"left",63.2,68,41,2,2
"118_2007",118,2007,"right",68,69,47,2,2
"118_2008",118,2008,"right",69,70,47,2,2
"118_2009",118,2009,"right",63,70,47,2,2
"118_2010",118,2010,"right",63,70,47,2,2
"118_2011",118,2011,"right",63.5,67,47,2,2
"118_2012",118,2012,"right",68.5,68.5,46.5,2,1.5
"118_2013",118,2013,"right",66.2,66.2,46,2,1
"118_2014",118,2014,"right",65,65,46,2,1
"1190_2007",1190,2007,"right",57,73,49,2,2
"1190_2012",1190,2012,"right",57,73,49,2,2
"1190_2013",1190,2013,"right",61.125,75.75,54.25,2,1.375
"1190_2014",1190,2014,"right",65.6666666666667,75.5,59.6666666666667,2,1.66666666666667
"1191_2007",1191,2007,"right",66,72,56,2,1
"1191_2009",1191,2009,"right",65.5,72,55,2,1
"1191_2010",1191,2010,"right",72,74.5,54,2,1
"1191_2011",1191,2011,"right",77.5,81.5,54,2,1
"1191_2012",1191,2012,"right",78,79,54,2,1
"1191_2013",1191,2013,"right",76,76.5,54,2.25,1.75
"1191_2014",1191,2014,"right",78.5,78.5,54,3,3
"1192_2007",1192,2007,"right",62,69,45,2,2
"1192_2013",1192,2013,"right",62,69,48.2,2,2
"1192_2014",1192,2014,"right",62,69,49,2,2
"1193_2007",1193,2007,"right",58,64,53,2,2
"1193_2013",1193,2013,"right",58,64,53,2,2
"1193_2014",1193,2014,"right",58,62.5,53,2,2
"1194_2007",1194,2007,"right",52,59,42,2,2
"1194_2013",1194,2013,"right",54.1666666666667,63.8333333333333,47.1666666666667,2,2
"1194_2014",1194,2014,"right",61,72,59,2,2
"1195_2007",1195,2007,"right",51,60,47,2,2
"1195_2013",1195,2013,"right",51,60,47,2,2
"1195_2014",1195,2014,"right",54,61,47,2,2
"1196_2007",1196,2007,"right",55,61,22,2,2
"1196_2013",1196,2013,"right",55,61,22,2,2
"1197_2007",1197,2007,"right",67,70,32,1,3
"1197_2009",1197,2009,"right",67,72,32,1,3
"1197_2010",1197,2010,"right",68,70,32,1,3
"1197_2011",1197,2011,"right",68.5,73,32,1,3
"1197_2012",1197,2012,"right",63,68,32,1,3
"1197_2013",1197,2013,"right",62.8333333333333,66.3333333333333,32,1,2
"1197_2014",1197,2014,"right",62.5,63,32,1.75,2
"1198_2007",1198,2007,"right",58,65,43,2,1
"1198_2008",1198,2008,"right",54,65,42,2,1
"1198_2009",1198,2009,"right",60.5,64.5,59,2,1
"1198_2010",1198,2010,"right",61,64,54.5,2,1
"1198_2011",1198,2011,"right",64,66,52,2,1
"1198_2012",1198,2012,"right",64,66,52,2,1
"1198_2013",1198,2013,"right",63.5714285714286,66,52,2,1
"1198_2014",1198,2014,"right",63,66,52,2,1
"1199_2007",1199,2007,"left",71,74,21,2,2
"1199_2008",1199,2008,"left",66,66,21,2,2
"1199_2009",1199,2009,"left",64,71,21,2,2
"1199_2010",1199,2010,"left",65.5,70,15,2,2
"1199_2011",1199,2011,"left",66,68.5,14,2,2
"1199_2012",1199,2012,"left",67,68.5,14,2,2
"1199_2013",1199,2013,"left",73.6666666666667,74,17.6666666666667,2,2
"1199_2014",1199,2014,"left",75.6666666666667,75.6666666666667,24.6666666666667,2,2
"119_2007",119,2007,"right",68,69,46,2,2
"119_2011",119,2011,"right",68,68.5,46,2,2
"119_2012",119,2012,"right",68,68,46,2,2
"119_2013",119,2013,"right",66.3333333333333,66.3333333333333,46,2.33333333333333,2
"11_2007",11,2007,"right",59,74,52,2,2
"11_2014",11,2014,"right",59,74,52,2,2
"1200_2007",1200,2007,"left",60,60,62,2,2
"1200_2009",1200,2009,"left",60,60,62,2,2
"1200_2010",1200,2010,"left",60,60,62,2,2
"1200_2011",1200,2011,"left",60,60,62,2,2
"1200_2012",1200,2012,"left",60,60,60,2,2
"1200_2014",1200,2014,"left",60,60,60,2,2
"1201_2007",1201,2007,"",NA,NA,NA,NA,NA
"1201_2007",1201,2007,"left",71,76,71,2,2
"1201_2008",1201,2008,"left",67,76,71,2,2
"1201_2009",1201,2009,"left",65,67,64,2,2
"1201_2010",1201,2010,"left",63,65,62,2,2
"1201_2011",1201,2011,"left",61,62,63,2,2
"1201_2012",1201,2012,"left",61,61,67,2,2
"1201_2013",1201,2013,"left",61.75,61.75,71.75,2,2.5
"1201_2014",1201,2014,"left",61,61,72,2,3
"1202_2007",1202,2007,"",NA,NA,NA,NA,NA
"1202_2007",1202,2007,"right",62,64,35,2,1
"1202_2010",1202,2010,"right",64,64,35,2,1
"1202_2011",1202,2011,"right",64,64,35,2,1
"1202_2013",1202,2013,"right",64.5714285714286,64.5714285714286,35,2,1
"1202_2014",1202,2014,"right",69.8571428571429,69.8571428571429,35,2,1
"1203_2007",1203,2007,"right",58,68,59,3,2
"1203_2013",1203,2013,"right",58,68,59,3,2
"1203_2014",1203,2014,"right",59.2,68,59,3,2
"1204_2007",1204,2007,"",NA,NA,NA,NA,NA
"1204_2007",1204,2007,"right",64,67,65,2,2
"1204_2008",1204,2008,"right",61,67,65,2,2
"1204_2010",1204,2010,"right",61,67,65,2,2
"1204_2011",1204,2011,"right",62,67,69,2,2
"1204_2012",1204,2012,"right",63,67,71,2,2
"1204_2013",1204,2013,"right",62.6666666666667,62.6666666666667,70,2,2
"1204_2014",1204,2014,"right",62,62,68,2,2
"1205_2007",1205,2007,"right",64,76,62,2,2
"1206_2007",1206,2007,"",NA,NA,NA,NA,NA
"1206_2007",1206,2007,"right",64.5,80,53,2,3
"1206_2008",1206,2008,"right",64,66,53,2,3
"1206_2009",1206,2009,"right",63,66,53,2,3
"1206_2010",1206,2010,"right",61,66,53,2,3
"1206_2011",1206,2011,"right",60,64,55,2,3
"1206_2013",1206,2013,"right",60.5,60.5,59,2,3
"1206_2014",1206,2014,"right",61,61,63,3,2
"1207_2007",1207,2007,"",NA,NA,NA,NA,NA
"1207_2007",1207,2007,"right",50,62,34,2,3
"1207_2008",1207,2008,"right",47,62,34,2,3
"1207_2009",1207,2009,"right",50,62,34,2,3
"1207_2010",1207,2010,"right",71,78,34,2,3
"1207_2011",1207,2011,"right",69.5,75,34,2,3
"1207_2012",1207,2012,"right",67.5,72,35,2,3
"1207_2013",1207,2013,"right",68,72,37.6363636363636,2,2.72727272727273
"1207_2014",1207,2014,"right",67,68,60,2.28571428571429,2.28571428571429
"1208_2007",1208,2007,"right",56,65,43,2,2
"1208_2012",1208,2012,"right",56,65,43,2,2
"1208_2013",1208,2013,"right",57,66.5,51,2,2
"1208_2014",1208,2014,"right",59,68,59,2,2
"1209_2007",1209,2007,"left",66,70,23,2,2
"1209_2008",1209,2008,"left",66,70,23,2,2
"1209_2009",1209,2009,"left",66,70,23,2,2
"1209_2010",1209,2010,"left",66,70,23,2,2
"1209_2011",1209,2011,"left",68,71.5,15.5,2,2
"1209_2012",1209,2012,"left",65.5,71,8,2,2
"1209_2013",1209,2013,"left",67.25,70.5,16.5,2,2
"1209_2014",1209,2014,"left",68,72,25,2,2
"120_2007",120,2007,"right",73,80,71,2,2
"120_2008",120,2008,"right",69,77,65,2,2
"120_2009",120,2009,"right",68.5,75.5,61,2,2
"120_2010",120,2010,"right",70.5,74,67,2,2
"120_2011",120,2011,"right",70,77,67,2,2
"120_2012",120,2012,"right",70,77,67,2,2
"120_2013",120,2013,"right",70.5,70.5,67,2,2
"120_2014",120,2014,"right",67.4,67.4,64.4,1.8,2
"1210_2007",1210,2007,"left",61,61,68,2,2
"1210_2009",1210,2009,"left",61,61,68,2,2
"1210_2014",1210,2014,"left",61,61,68,2,2
"1211_2007",1211,2007,"right",62,70,62,2,2
"1211_2013",1211,2013,"right",65.3333333333333,72.6666666666667,62,2,2
"1211_2014",1211,2014,"right",67,74,62,2,2
"1212_2007",1212,2007,"right",61,73,57,3,2
"1212_2009",1212,2009,"right",61,73,57,3,2
"1212_2010",1212,2010,"right",67,73,73,3,2
"1212_2011",1212,2011,"right",67,73,71.5,3,2
"1212_2012",1212,2012,"right",66,73,71,3,2
"1212_2013",1212,2013,"right",62.75,70.5,71,3,2
"1212_2014",1212,2014,"right",64,68,71,2.5,2
"1213_2007",1213,2007,"right",54,65,42,2,2
"1213_2012",1213,2012,"right",54,65,42,2,2
"1213_2013",1213,2013,"right",60.4,68,54.4,2,2
"1213_2014",1213,2014,"right",63.875,70.125,58.25,2,2
"1214_2007",1214,2007,"right",57,70,51,2,2
"1214_2009",1214,2009,"right",57,70,51,2,2
"1214_2010",1214,2010,"right",59,71,52,2,2
"1214_2011",1214,2011,"right",66,73,52,2,2
"1214_2012",1214,2012,"right",68,79,52,2,2
"1214_2013",1214,2013,"right",68,79,52,2,2
"1214_2014",1214,2014,"right",65.5,73,52,2,2
"1215_2007",1215,2007,"right",57,57,53,2,2
"1215_2008",1215,2008,"right",56,57,53,2,2
"1215_2010",1215,2010,"right",59,61,53,2,2
"1215_2011",1215,2011,"right",58,60.5,52,2,2
"1215_2012",1215,2012,"right",59,59,52.5,2,2
"1215_2013",1215,2013,"right",61.25,61.25,55,2,2
"1215_2014",1215,2014,"right",59,59,57.5,2,2
"1216_2007",1216,2007,"left",55,58,43,2,2
"1216_2009",1216,2009,"left",55,58,43,2,2
"1216_2011",1216,2011,"left",55,56.5,43,2,2
"1216_2012",1216,2012,"left",60,60,45,2,2
"1216_2013",1216,2013,"left",63,63,45,2,2
"1216_2014",1216,2014,"left",63,63,45,2,2
"1217_2007",1217,2007,"left",58,66,53,3,2
"1217_2009",1217,2009,"left",58,66,53,3,2
"1217_2010",1217,2010,"left",62,71,62,3,2
"1217_2011",1217,2011,"left",67.5,75.5,64.5,3,2
"1217_2012",1217,2012,"left",62.5,71,61,3,2
"1217_2013",1217,2013,"left",62.1428571428571,66.7142857142857,61.8571428571429,3,2
"1217_2014",1217,2014,"left",61.8,65.8,63,3,2
"1218_2007",1218,2007,"left",63,73,64,2,2
"1218_2009",1218,2009,"left",63,73,64,2,2
"1218_2010",1218,2010,"left",63,73,64,2,2
"1218_2011",1218,2011,"left",62,67.5,59,2,2
"1218_2012",1218,2012,"left",64,64,62,2,2.5
"1218_2013",1218,2013,"left",64.3333333333333,64.3333333333333,65,2,3
"1218_2014",1218,2014,"left",65,65,65,2,2
"1219_2007",1219,2007,"right",46,51,53,1,2
"1219_2009",1219,2009,"right",46,51,53,1,2
"1219_2010",1219,2010,"right",51.5,58,55.5,1,2
"1219_2011",1219,2011,"right",57,65,58,1,2
"1219_2012",1219,2012,"right",58,65,58.5,2,2
"1219_2013",1219,2013,"right",58.6,64.3,58.8,2,2
"1219_2014",1219,2014,"right",57.75,60.625,58,2,2
"121_2007",121,2007,"right",58.5,67,57,2,2
"121_2008",121,2008,"right",65,69,60,2,2
"121_2009",121,2009,"right",65,73,60,2,2
"121_2010",121,2010,"right",68,74,62.5,2,2
"121_2011",121,2011,"right",72,76,65,2,2
"121_2012",121,2012,"right",71,76,65,2.5,2
"121_2013",121,2013,"right",68.25,70,65,3,2.25
"121_2014",121,2014,"right",67.3333333333333,67.4444444444444,65,3,2.33333333333333
"1220_2007",1220,2007,"",NA,NA,NA,NA,NA
"1220_2007",1220,2007,"right",61,62,22,2,2
"1220_2008",1220,2008,"right",67,70,20,2,2
"1220_2009",1220,2009,"right",72,74,20,2,2
"1220_2010",1220,2010,"right",71,73,7,2,2
"1220_2011",1220,2011,"right",69,71,12,2,2
"1220_2012",1220,2012,"right",68.5,69,12,2,2
"1220_2013",1220,2013,"right",66,66,16.3333333333333,2,2
"1220_2014",1220,2014,"right",66,66,25,2,2
"1221_2007",1221,2007,"right",53,52,67,1,2
"1221_2008",1221,2008,"left",56,63,67,1,2
"1221_2009",1221,2009,"left",56,63,67,1,2
"1221_2010",1221,2010,"left",54,61,65,1,2
"1221_2011",1221,2011,"left",56.5,61,63,1,2
"1221_2012",1221,2012,"left",60.5,63,63,1,2
"1221_2013",1221,2013,"left",60,62,63,1,2
"1221_2014",1221,2014,"left",60.6666666666667,62,63,1,2
"1222_2007",1222,2007,"left",67,72,62,NA,NA
"1222_2008",1222,2008,"left",67,72,62,NA,NA
"1222_2009",1222,2009,"left",68,74,64,NA,NA
"1222_2010",1222,2010,"left",68,73,64,NA,NA
"1222_2011",1222,2011,"left",68,73,64,NA,NA
"1223_2007",1223,2007,"right",60,63,53,2,2
"1223_2011",1223,2011,"right",60,63,53,2,2
"1223_2012",1223,2012,"right",61,63,53,2,2
"1223_2013",1223,2013,"right",60,61.5,54.5,2,2
"1223_2014",1223,2014,"right",59.8,59.8,56,2,2
"1224_2007",1224,2007,"right",62,60,64,2,1
"1224_2008",1224,2008,"right",59,59,56,2,1
"1224_2009",1224,2009,"right",59,59,56,2,1
"1224_2011",1224,2011,"right",59,59,56,2,1
"1224_2012",1224,2012,"right",61,61,54,2,2
"1224_2013",1224,2013,"right",63.8,63.8,50,2,3
"1224_2014",1224,2014,"right",61,61,50,1.5,3
"1225_2007",1225,2007,"left",59,54,63,2,2
"1225_2008",1225,2008,"left",59,54,63,2,2
"1225_2009",1225,2009,"left",59,59,63,2,2
"1225_2013",1225,2013,"left",59,59,63.5,2,2
"1225_2014",1225,2014,"left",58.4444444444444,58.4444444444444,66,2,2
"1226_2007",1226,2007,"right",51,69,58,2,2
"1226_2009",1226,2009,"right",51,69,58,2,2
"1226_2010",1226,2010,"right",52.5,69,58,2,2
"1226_2011",1226,2011,"right",63,70.5,58,2,2
"1226_2012",1226,2012,"right",66,76,58,2,2
"1226_2013",1226,2013,"right",69.2,76,58,2,2
"1226_2014",1226,2014,"right",71.8,76.2,58.6,2,2
"1227_2007",1227,2007,"right",63,70,59,3,2
"1227_2011",1227,2011,"right",63,70,59,3,2
"1227_2012",1227,2012,"right",63,69.5,60.5,3,2
"1227_2013",1227,2013,"right",64.25,69,62,3,2
"1227_2014",1227,2014,"right",65.5,69,62,2.75,2
"1228_2007",1228,2007,"right",61,70,52,2,1
"1228_2011",1228,2011,"right",61,70,52,2,1
"1228_2012",1228,2012,"right",61,70,52,2,1
"1228_2013",1228,2013,"right",61.4444444444444,70.8888888888889,52,2,1
"1228_2014",1228,2014,"right",63,71.8,52,2,1
"1229_2007",1229,2007,"right",55,68,48,2,2
"1229_2008",1229,2008,"right",55,68,48,2,2
"1229_2009",1229,2009,"right",60,67,57,2,2
"1229_2010",1229,2010,"right",60,66,57,2,2
"1229_2011",1229,2011,"right",62.5,66,56,2,2
"1229_2012",1229,2012,"right",65,66,55,2,2
"122_2007",122,2007,"right",75,79,77,2,2
"122_2008",122,2008,"right",75,79,77,2,2
"122_2009",122,2009,"right",75,79,77,2,2
"122_2010",122,2010,"right",77.5,79,77,2,2
"122_2011",122,2011,"right",73.5,75.5,75,2,2
"122_2012",122,2012,"right",69,69,66,2,2
"1230_2007",1230,2007,"left",66,84,57,2,2
"1230_2014",1230,2014,"left",66,84,57,2,2
"1231_2007",1231,2007,"right",69,77,40,2,2
"1231_2012",1231,2012,"right",69,77,40,2,2
"1231_2013",1231,2013,"right",65.25,73.75,40,2,2
"1232_2007",1232,2007,"right",60,63,30,2,2
"1232_2014",1232,2014,"right",59.5,63,30,2,2
"1233_2007",1233,2007,"right",55,78,24,2,2
"1233_2011",1233,2011,"right",55,75,24,2,2
"1233_2012",1233,2012,"right",57.5,74,24,2,2
"1233_2013",1233,2013,"right",69.1111111111111,80,45,2,2.55555555555556
"1233_2014",1233,2014,"right",69,79,45,2,2
"1234_2007",1234,2007,"right",55,60,31,NA,NA
"1234_2009",1234,2009,"right",55,60,31,NA,NA
"1234_2010",1234,2010,"right",58,68,47,NA,NA
"1235_2007",1235,2007,"left",63,76,26,3,1
"1235_2012",1235,2012,"left",63,76,26,3,1
"1235_2013",1235,2013,"left",62.6666666666667,72.6666666666667,36.6666666666667,3,1
"1235_2014",1235,2014,"left",64,71.5,62.1666666666667,2,2
"1236_2007",1236,2007,"right",58,61,41,2,2
"1236_2008",1236,2008,"right",56,61,41,2,2
"1236_2009",1236,2009,"right",61,61,43,2,2
"1236_2011",1236,2011,"right",61,61,43,2,2
"1236_2012",1236,2012,"right",61,61,43,2,2
"1237_2007",1237,2007,"right",60,77,44,2,2
"1237_2009",1237,2009,"right",61.5,73.5,44,2,2
"1237_2010",1237,2010,"right",66.5,70,44,2,2
"1237_2011",1237,2011,"right",65,72,43,2,2
"1237_2012",1237,2012,"right",64.5,71,43,2,2
"1237_2013",1237,2013,"right",66,71.2,43,2,2
"1237_2014",1237,2014,"right",66,70,43,2,2
"1238_2007",1238,2007,"right",64,74,49,3,2
"1238_2008",1238,2008,"right",66,74,53,3,2
"1238_2009",1238,2009,"right",67,74,53,3,2
"1238_2010",1238,2010,"right",68,74,53,3,2
"1238_2011",1238,2011,"right",65,65,65,3,2
"1238_2012",1238,2012,"right",65,65,65,3,2
"1238_2014",1238,2014,"right",65.6,66,64.8,3,2
"1239_2007",1239,2007,"left",55,55,56,2,2
"1239_2008",1239,2008,"left",55,55,56,2,2
"1239_2011",1239,2011,"left",55,55,56,2,2
"1239_2012",1239,2012,"left",54,54,54,2,2
"1239_2013",1239,2013,"left",54,54,62.8,2,2
"1239_2014",1239,2014,"left",57,57,65,2,2
"123_2007",123,2007,"right",67,67,40,2,2
"123_2013",123,2013,"right",66.3333333333333,66.3333333333333,40,1.66666666666667,2.33333333333333
"123_2014",123,2014,"right",65.8333333333333,66.3333333333333,40,1,3
"1240_2007",1240,2007,"right",61,67,50,3,2
"1240_2009",1240,2009,"right",61,67,50,3,2
"1240_2010",1240,2010,"right",73,76,71,3,2
"1240_2011",1240,2011,"right",76,80,71.5,3,2
"1240_2012",1240,2012,"right",78,80,74,3,2
"1240_2013",1240,2013,"right",77.4444444444444,79.6666666666667,76.3333333333333,3,2
"1240_2014",1240,2014,"right",78,78,76.6666666666667,3,2
"1241_2007",1241,2007,"right",67,75,54,2,2
"1241_2012",1241,2012,"right",67,75,54,2,2
"1241_2013",1241,2013,"right",68.1666666666667,72.3333333333333,54,2,2.5
"1241_2014",1241,2014,"right",68.4285714285714,72,54,2,3
"1242_2007",1242,2007,"right",64,78,55,3,3
"1242_2014",1242,2014,"right",64.6666666666667,77.6666666666667,56.3333333333333,3,3
"1243_2007",1243,2007,"right",62,79,62,2,3
"1243_2013",1243,2013,"right",63.4285714285714,79,62,2,3
"1243_2014",1243,2014,"right",67.6,79,62,2,2
"1244_2007",1244,2007,"right",64,64,10,2,2
"1244_2008",1244,2008,"right",66,64,10,2,2
"1244_2009",1244,2009,"right",64,64,10,2,2
"1244_2011",1244,2011,"right",64,64,10,2,2
"1245_2007",1245,2007,"right",50,68,45,2,2
"1245_2009",1245,2009,"right",50,68,45,2,2
"1245_2010",1245,2010,"right",57,65,46,2,2
"1245_2013",1245,2013,"right",57,65,46,2,2
"1245_2014",1245,2014,"right",59,65,46,2,2
"1246_2007",1246,2007,"right",71.5,75.5,71.5,2,1
"1246_2008",1246,2008,"right",72,76,72,2,1
"1246_2009",1246,2009,"right",71,74,72,2,1
"1246_2010",1246,2010,"right",69,72,69,2,1
"1246_2011",1246,2011,"right",63,63,62,2,1
"1246_2013",1246,2013,"right",62.5,62.5,61.5,2,1
"1246_2014",1246,2014,"right",61,61,61,2,1
"1247_2007",1247,2007,"right",63,62,48,2,2
"1247_2009",1247,2009,"right",63,62,48,2,2
"1247_2010",1247,2010,"right",62,62,48,2,2
"1247_2013",1247,2013,"right",62,62,48,2,2
"1247_2014",1247,2014,"right",62,62,48,2,2
"1248_2007",1248,2007,"",NA,NA,NA,NA,NA
"1248_2007",1248,2007,"left",57,58,32,1,2
"1248_2011",1248,2011,"left",57,58,32,1,2
"1248_2012",1248,2012,"left",61,61,32,1,2
"1248_2013",1248,2013,"left",62,62,32,1,2
"1248_2014",1248,2014,"left",62,62,32,1,2
"1249_2007",1249,2007,"right",61,69,54,3,2
"1249_2008",1249,2008,"right",61,69,54,3,2
"1249_2009",1249,2009,"right",62,62,57,3,2
"1249_2010",1249,2010,"right",62,62,57,3,2
"1249_2013",1249,2013,"right",62,62,57,3,2
"124_2007",124,2007,"left",65,72,59,2,2
"124_2012",124,2012,"left",64.5,72,57.5,2,2
"124_2013",124,2013,"left",64,72,56,2,2
"124_2014",124,2014,"left",63,70,56,2,2
"1250_2007",1250,2007,"left",64,69,64,2,2
"1250_2013",1250,2013,"left",64,69,64,2,2
"1250_2014",1250,2014,"left",64,69,64,2,2
"1251_2007",1251,2007,"right",63,65,45,2,3
"1251_2013",1251,2013,"right",63,65,45,2,3
"1251_2014",1251,2014,"right",62.5714285714286,64.5714285714286,45,2,3
"1252_2007",1252,2007,"right",60,62,64,2,2
"1252_2010",1252,2010,"right",63.5,68.5,64,2,2
"1252_2011",1252,2011,"right",66,70.5,60,2,2
"1252_2012",1252,2012,"right",64.5,68,60,2,2
"1252_2013",1252,2013,"right",64.4285714285714,65.7142857142857,59.4285714285714,2.71428571428571,2
"1252_2014",1252,2014,"right",61.25,61.25,58,2.25,2
"1253_2007",1253,2007,"right",61,62,16,2,2
"1253_2012",1253,2012,"right",61,62,16,2,2
"1253_2013",1253,2013,"right",65.4,67.1,19.6,2,2
"1253_2014",1253,2014,"right",66,66,25,2,2
"1254_2007",1254,2007,"right",78.5,86.5,72,2,3
"1254_2008",1254,2008,"right",81,86,76,2,3
"1254_2009",1254,2009,"right",83,87,65,2,3
"1254_2010",1254,2010,"right",83,87,65,2,3
"1254_2011",1254,2011,"right",84,87,67,2,3
"1254_2012",1254,2012,"right",85.5,87,67,2,3
"1254_2013",1254,2013,"right",86,86,67,2,2.90909090909091
"1254_2014",1254,2014,"right",86,86,67,2,2
"1255_2007",1255,2007,"right",62,75,30,2,2
"1255_2012",1255,2012,"right",62,75,30,2,2
"1255_2013",1255,2013,"right",65.2222222222222,75.6666666666667,64.2222222222222,2.88888888888889,2
"1255_2014",1255,2014,"right",71.5714285714286,80.1428571428571,72.2857142857143,3,2
"1256_2007",1256,2007,"right",79,85,15,2,2
"1256_2008",1256,2008,"right",77,80,20,2,2
"1256_2009",1256,2009,"right",76,80,20,2,2
"1256_2010",1256,2010,"right",77,80,22.5,2,2
"1256_2011",1256,2011,"right",77.5,79.5,25,2,2
"1256_2012",1256,2012,"right",76,77,25,2,2
"1256_2013",1256,2013,"right",77,77,25,2,2
"1256_2014",1256,2014,"right",75.5,75.5,25,2,2
"1257_2007",1257,2007,"left",78.5,82,20.5,NA,NA
"1257_2008",1257,2008,"left",75,82,25,NA,NA
"1257_2009",1257,2009,"left",74,82,25,NA,NA
"1257_2010",1257,2010,"left",72,82,9,NA,NA
"1257_2011",1257,2011,"left",72,82,13,NA,NA
"1258_2007",1258,2007,"left",51,63,43,2,2
"1258_2013",1258,2013,"left",51,63,43,2,2
"1258_2014",1258,2014,"left",51,63,43,2,2
"1259_2007",1259,2007,"right",59,67,58,2,2
"1259_2012",1259,2012,"right",59,67,58,2,2
"1259_2013",1259,2013,"right",65.6,74,63.8,2,2
"1259_2014",1259,2014,"right",72.5714285714286,78.2857142857143,69.5714285714286,2,2
"125_2007",125,2007,"right",51,56,19,2,2
"125_2014",125,2014,"right",51,56,19,2,2
"1260_2007",1260,2007,"left",55,54,56,3,1
"1260_2013",1260,2013,"left",55,54,56,3,1
"1260_2014",1260,2014,"left",57.4,57.4,57.2,3,1
"1261_2007",1261,2007,"right",53,58,23,2,2
"1261_2013",1261,2013,"right",53,58,23,2,2
"1261_2014",1261,2014,"right",57.3333333333333,64,23,2,2
"1262_2007",1262,2007,"right",72,82,55,3,2
"1262_2008",1262,2008,"right",66,82,55,3,2
"1262_2009",1262,2009,"right",64.5,72.5,49.5,3,2
"1262_2010",1262,2010,"right",63,63,44,3,2
"1262_2011",1262,2011,"right",63,63,44,3,2
"1262_2012",1262,2012,"right",64,64,44,3,2
"1262_2013",1262,2013,"right",66.625,66.625,44,2.75,2.25
"1262_2014",1262,2014,"right",65.2,65.2,44,2.4,3
"1263_2007",1263,2007,"",NA,NA,NA,NA,NA
"1263_2007",1263,2007,"right",63,68.5,58,3,1
"1263_2008",1263,2008,"right",70,73,69,3,1
"1263_2011",1263,2011,"right",66,69.5,66,3,1
"1263_2012",1263,2012,"right",63,63,62,3,1
"1263_2013",1263,2013,"right",64.1666666666667,64.1666666666667,69.3333333333333,3,1.66666666666667
"1263_2014",1263,2014,"right",65,65,71,3,2
"1264_2007",1264,2007,"right",45,49,47,2,3
"1264_2008",1264,2008,"right",45,49,47,2,3
"1264_2009",1264,2009,"right",54,56,47,2,3
"1264_2010",1264,2010,"right",55,63,46,2,3
"1264_2011",1264,2011,"right",58,62,45,2,3
"1264_2012",1264,2012,"right",62,62,45,2,3
"1264_2013",1264,2013,"right",61,61,47.5,2.5,3
"1264_2014",1264,2014,"right",62,62,60,3,2
"1265_2007",1265,2007,"right",51,57,42,2,2
"1265_2013",1265,2013,"right",51.6,60,42,2,2
"1265_2014",1265,2014,"right",56,64.6666666666667,43.3333333333333,2,2
"1266_2007",1266,2007,"left",58,66,57,2,2
"1266_2013",1266,2013,"left",58,66,57,2,2
"1266_2014",1266,2014,"left",58,66,57,2,2
"1267_2007",1267,2007,"right",48,49,54,3,2
"1267_2008",1267,2008,"right",48,49,54,3,2
"1267_2009",1267,2009,"right",53,53,54,3,2
"1267_2010",1267,2010,"right",53,53,54,3,2
"1267_2011",1267,2011,"right",53,53,54,3,2
"1267_2012",1267,2012,"right",56,56,59,3,2
"1267_2013",1267,2013,"right",57.75,57.75,60,3,2
"1267_2014",1267,2014,"right",60.3333333333333,60.3333333333333,63.6666666666667,2.33333333333333,2.66666666666667
"1268_2007",1268,2007,"right",57,64,55,2,2
"1268_2013",1268,2013,"right",62.4545454545455,65.3636363636364,56.6363636363636,2,2
"1268_2014",1268,2014,"right",64.4285714285714,69,58.7142857142857,2.14285714285714,1.28571428571429
"1269_2007",1269,2007,"right",52,60,31,2,2
"1269_2014",1269,2014,"right",52,60,31,2,2
"126_2007",126,2007,"right",59,67,48,2,2
